Pengacara_ID,Nama_Pengacara,Tgl_Bgb_Pca,Spesialisasi,No_Tlp_Pca,Alamat_Pengacara,Email_Pengacara,Tempat_Lahir_Pca,Tgl_Lhr_Pca,Gender_Pengacara
624,"Tgk. Ella Usada, S.H.",2025-10-17,Hukum Pidana,+62-0942-085-78,"Jl. M.T Haryono No. 4, Batam, Sulawesi Utara 51947",pengacara624_rate-left-different@pd.ac.id,Tomohon,1976-04-13,Laki-Laki
625,"Drs. Mila Natsir, S.I.Kom",2024-01-25,Hukum Kepailitan,+62 (09) 501 02,"Jl. R.E Martadinata No. 4, Bandar Lampung, Jambi 78952",pengacara625_discuss-eight-bill@ud.int,Bukittinggi,1992-05-02,Wanita
626,Hj. Elisa Widiastuti,2024-06-22,Hukum Pidana,085 863 9039,"Jalan Pasirkoja No. 67, Langsa, JT 63777",pengacara626_between-thought@ud.mil,Pangkalpinang,1991-07-05,Wanita
627,"Gangsa Zulaika, S.Sos",2024-04-03,Hukum Tata Negara,(0055) 253-8144,"Jl. Asia Afrika No. 64, Samarinda, SU 63598",pengacara627_notice-might-beat@ud.net.id,Langsa,1979-11-03,Laki-Laki
628,Jefri Halimah,2025-05-20,Hukum Kepailitan,+62 (092) 665 8,"Jl. S. Parman No. 7, Lubuklinggau, Sulawesi Barat 38348",pengacara628_down-expert-factor@pt.ponpes.id,Tebingtinggi,1995-11-11,Laki-Laki
629,Puti Sakura Firmansyah,2025-10-04,Hukum Pajak,+62 (049) 196-2,"Gang Antapani Lama No. 622, Tegal, Papua 87269",pengacara629_order-end-give-ten@pt.go.id,Batam,1970-09-28,Wanita
630,Gamblang Samosir,2024-03-30,Hukum Pidana,+62 (86) 721 88,"Jalan Cikutra Barat No. 1, Lhokseumawe, Bali 01539",pengacara630_long-evidence@pd.mil.id,Lhokseumawe,1984-08-06,Laki-Laki
631,"Galuh Rahayu, S.Psi",2025-06-03,Hukum Tata Negara,+62-198-503-013,"Jl. Ronggowarsito No. 116, Dumai, Kepulauan Bangka Belitung 45798",pengacara631_real-firm-his-voice@perum.desa.id,Jambi,1970-08-20,Wanita
632,Jayeng Hutasoit,2025-04-28,Hukum Kepailitan,+62-30-958-5978,"Jl. Suryakencana No. 457, Surakarta, Banten 46293",pengacara632_white-share-story@cv.net,Sawahlunto,1973-03-08,Laki-Laki
633,Wadi Rahimah,2025-07-25,Hukum Bisnis,0897795734,"Gg. Otto Iskandardinata No. 509, Sukabumi, NT 95284",pengacara633_why-score-amount@perum.my.id,Tomohon,1988-03-28,Laki-Laki
634,"Paris Suryono, S.Pd",2025-12-26,Hukum Perdata,+62 (77) 531-56,"Gg. Kebonjati No. 47, Kota Administrasi Jakarta Selatan, JT 75319",pengacara634_career-republican@perum.biz.id,Parepare,1977-07-16,Laki-Laki
635,Edi Wijaya,2025-10-29,Hukum Pajak,+62 (20) 927 79,"Gang Kiaracondong No. 595, Pontianak, Kalimantan Selatan 65962",pengacara635_season-after-decide@cv.ac.id,Jambi,1970-05-21,Wanita
636,Panca Laksmiwati,2025-10-24,Hukum Bisnis,+62-05-811-4675,"Jalan Medokan Ayu No. 42, Mojokerto, JB 51669",pengacara636_song-south@perum.biz.id,Samarinda,1991-05-07,Wanita
637,Jinawi Rahimah,2024-04-14,Hukum Bisnis,+62-079-951-113,"Gg. Suryakencana No. 2, Medan, Sumatera Barat 27988",pengacara637_box-against-site@perum.mil,Madiun,1973-02-05,Wanita
638,Fathonah Uyainah,2025-01-07,Hukum Bisnis,0871299896,"Jl. Soekarno Hatta No. 70, Tanjungpinang, SS 19163",pengacara638_up-cell-bed-imagine@ud.com,Depok,1973-05-23,Laki-Laki
639,Gadang Purnawati,2024-07-30,Hukum Pajak,+62 (389) 153-7,"Gg. Yos Sudarso No. 463, Tebingtinggi, KI 19054",pengacara639_line-already@perum.my.id,Dumai,1995-05-16,Laki-Laki
640,Samiah Lailasari,2024-12-14,Hukum Pidana,+62 (69) 000 80,"Gang Stasiun Wonokromo No. 2, Palu, Maluku 02763",pengacara640_environment-tend@pt.mil,Banjar,1976-02-20,Wanita
641,"Dt. Lasmanto Habibi, S.Pd",2024-01-29,Hukum Tata Negara,+62 (0530) 368-,"Jalan PHH. Mustofa No. 0, Kota Administrasi Jakarta Pusat, NT 82793",pengacara641_resource-tell-size@pt.biz.id,Balikpapan,1979-05-20,Laki-Laki
642,"Endah Pudjiastuti, S.Sos",2024-06-16,Hukum Kepailitan,0874597607,"Gg. Kapten Muslihat No. 6, Kotamobagu, Kalimantan Utara 78509",pengacara642_kitchen-avoid@perum.mil,Dumai,1980-03-12,Laki-Laki
643,Zulfa Pradipta,2025-03-16,Hukum Tata Negara,+62 (30) 206 59,"Gg. Antapani Lama No. 548, Madiun, Papua 93409",pengacara643_to-war-on-simple@ud.co.id,Denpasar,1975-10-23,Laki-Laki
644,"Ega Sihombing, S.H.",2025-04-14,Hukum Tata Negara,+62-0662-147-80,"Jalan Cikutra Barat No. 22, Mataram, SR 53529",pengacara644_response-them@ud.org,Tual,1989-04-22,Wanita
645,Drs. Praba Handayani,2025-08-01,Hukum Keluarga,+62 (66) 505-16,"Gang Moch. Toha No. 6, Tebingtinggi, KS 03735",pengacara645_success-seat@perum.or.id,Cirebon,1987-03-16,Wanita
646,Ida Sihombing,2024-04-30,Hukum Perdata,+62 (40) 252 01,"Jalan Antapani Lama No. 351, Tual, LA 64655",pengacara646_little-provide@cv.my.id,Kupang,1976-12-07,Laki-Laki
647,"Wasis Usamah, M.M.",2025-07-22,Hukum Perdata,(034) 401-5107,"Gang Raya Setiabudhi No. 963, Yogyakarta, DKI Jakarta 15814",pengacara647_either-write-guess@pd.mil.id,Sukabumi,1974-10-22,Wanita
648,Darsirah Kuswandari,2024-06-15,Hukum Pajak,+62 (0368) 830 ,"Gang Sukajadi No. 6, Banda Aceh, KS 90852",pengacara648_report-whose-deal@pd.co.id,Sibolga,1994-08-14,Wanita
649,Elvin Mandala,2025-08-12,Hukum Properti,084 372 3645,"Jalan Gardujati No. 625, Jambi, Jawa Timur 70976",pengacara649_trade-rest-office@ud.id,Bontang,1992-09-16,Wanita
650,"Yulia Najmudin, S.IP",2024-03-31,Hukum Keluarga,+62 (0049) 548 ,"Jalan Lembong No. 90, Sukabumi, Jawa Timur 43937",pengacara650_instead-southern@pd.ponpes.id,Banjar,1978-02-19,Laki-Laki
651,"Tgk. Eka Halimah, S.Ked",2024-03-22,Hukum Kepailitan,(0100) 452-7293,"Gang Rajawali Timur No. 0, Manado, Kalimantan Barat 37406",pengacara651_response-him-beyond@pd.org,Probolinggo,1995-03-20,Wanita
652,Raharja Utami,2025-01-17,Hukum Bisnis,+62-035-051-706,"Jl. Lembong No. 96, Batam, Kalimantan Utara 69491",pengacara652_bar-attention@pt.ac.id,Pematangsiantar,1971-10-24,Laki-Laki
653,Candrakanta Hariyah,2025-02-10,Hukum Pajak,+62 (672) 247-4,"Gang Jend. A. Yani No. 80, Jambi, SS 48365",pengacara653_story-behavior@pd.my.id,Purwokerto,1975-03-24,Wanita
654,"Imam Halimah, S.I.Kom",2024-07-28,Hukum Properti,+62 (054) 248 5,"Jl. Ronggowarsito No. 447, Langsa, GO 97927",pengacara654_enough-into-gas@perum.ponpes.id,Pekalongan,1989-05-18,Wanita
655,Eva Sinaga,2024-11-08,Hukum Tata Negara,+62 (074) 184 8,"Gang Erlangga No. 46, Surabaya, SN 16362",pengacara655_measure-artist@perum.ac.id,Ternate,1993-11-16,Laki-Laki
656,Drs. Ihsan Ardianto,2025-02-25,Hukum Bisnis,+62 (041) 880 6,"Jalan Cempaka No. 29, Tegal, Sulawesi Tenggara 35806",pengacara656_but-skill-give@pd.mil.id,Subulussalam,1976-03-02,Laki-Laki
657,"dr. Rahayu Suwarno, S.Farm",2024-01-25,Hukum Pidana,0899152365,"Gang Abdul Muis No. 56, Jayapura, KR 60602",pengacara657_safe-growth-toward@cv.biz.id,Tidore Kepulauan,1982-02-03,Laki-Laki
658,R.A. Belinda Widodo,2025-09-13,Hukum Keluarga,+62-33-460-7878,"Gg. Ahmad Dahlan No. 522, Bengkulu, SU 27877",pengacara658_these-charge-go-us@pd.desa.id,Samarinda,1970-06-27,Wanita
659,Caket Thamrin,2024-08-09,Hukum Kepailitan,+62 (029) 932-6,"Jalan Lembong No. 3, Kota Administrasi Jakarta Pusat, Jawa Timur 47455",pengacara659_marriage-check-kid@perum.ponpes.id,Kupang,1984-11-19,Laki-Laki
660,Vega Hartati,2025-09-01,Hukum Properti,+62 (0155) 273 ,"Jalan Ir. H. Djuanda No. 6, Kota Administrasi Jakarta Pusat, Sulawesi Selatan 12145",pengacara660_game-him-minute-kid@pt.gov,Solok,1989-12-28,Wanita
661,Jaka Winarno,2025-09-17,Hukum Pajak,(0228) 541 5996,"Gang Rumah Sakit No. 33, Surakarta, Jawa Timur 44465",pengacara661_language-decide@ud.go.id,Jayapura,1974-12-09,Wanita
662,Sabrina Firmansyah,2025-10-21,Hukum Perdata,+62 (0631) 759 ,"Jalan Yos Sudarso No. 482, Parepare, Papua 72647",pengacara662_although-try-race@pd.co.id,Padangpanjang,1979-04-18,Wanita
663,Salman Simanjuntak,2024-08-31,Hukum Keluarga,+62-51-046-4905,"Jl. Pacuan Kuda No. 54, Meulaboh, Sulawesi Tenggara 59501",pengacara663_look-admit-teacher@ud.gov,Surakarta,1982-06-07,Wanita
664,Salwa Nasyidah,2024-02-21,Hukum Tata Negara,+62 (031) 408-5,"Jalan R.E Martadinata No. 51, Denpasar, SG 30250",pengacara664_four-top-side@cv.sch.id,Yogyakarta,1984-09-07,Laki-Laki
665,Puti Mustofa,2024-02-04,Hukum Tata Negara,+62-0451-712-28,"Gang S. Parman No. 82, Makassar, Kalimantan Selatan 14554",pengacara665_value-cell-bit@cv.co.id,Pekalongan,1970-05-14,Wanita
666,"Mutia Adriansyah, M.M.",2025-12-14,Hukum Tata Negara,+62-040-598-771,"Gg. Dipatiukur No. 765, Pagaralam, SS 52886",pengacara666_mission-consider@pd.edu,Bima,1988-05-02,Laki-Laki
667,Maida Ardianto,2024-01-29,Hukum Pajak,+62 (008) 929 6,"Gg. Pasirkoja No. 96, Tebingtinggi, Papua 01143",pengacara667_whether-truth@pt.net,Surakarta,1982-02-24,Wanita
668,Jessica Winarno,2025-03-30,Hukum Pajak,+62-47-275-6531,"Jl. Kutai No. 55, Solok, SB 65807",pengacara668_only-behind-its@perum.net.id,Mataram,1975-04-28,Wanita
669,Lurhur Prakasa,2024-10-12,Hukum Keluarga,+62 (0889) 609 ,"Gg. Rajawali Timur No. 99, Sorong, PA 43327",pengacara669_job-read-other-seek@pd.co.id,Subulussalam,1989-07-29,Laki-Laki
670,Hafshah Nasyidah,2024-04-18,Hukum Bisnis,+62 (12) 187-38,"Gang Kapten Muslihat No. 812, Bau-Bau, LA 68038",pengacara670_have-within-share@pt.co.id,Cimahi,1995-01-21,Wanita
671,"Bagas Rajasa, S.Pd",2024-07-08,Hukum Pajak,+62-093-877-968,"Jalan Pasirkoja No. 51, Banjar, LA 12152",pengacara671_result-describe@pd.ac.id,Surabaya,1991-10-28,Laki-Laki
672,Ida Maheswara,2024-11-07,Hukum Tata Negara,+62-027-758-093,"Jl. Otto Iskandardinata No. 58, Kota Administrasi Jakarta Barat, SU 82416",pengacara672_town-rest@ud.org,Pekalongan,1987-11-22,Laki-Laki
673,Alika Prayoga,2024-10-11,Hukum Keluarga,+62-093-987-467,"Gg. Rumah Sakit No. 91, Bekasi, Nusa Tenggara Barat 77484",pengacara673_these-happen-blood@pd.desa.id,Tanjungbalai,1981-11-08,Laki-Laki
674,Endah Sihombing,2025-06-30,Hukum Kepailitan,(0556) 529 8033,"Gg. Raya Setiabudhi No. 2, Sorong, Sumatera Selatan 95766",pengacara674_clear-edge-meeting@pd.co.id,Malang,1988-11-20,Wanita
675,"dr. Ami Mardhiyah, S.Psi",2025-04-04,Hukum Perdata,+62 (073) 762 2,"Gg. Jakarta No. 8, Kota Administrasi Jakarta Utara, YO 73393",pengacara675_stand-create-author@cv.edu,Padang,1981-01-08,Wanita
676,"Wirda Sihombing, S.Pt",2024-05-27,Hukum Properti,+62-23-574-9758,"Jl. Wonoayu No. 35, Tanjungbalai, Maluku 36352",pengacara676_benefit-behind-let@ud.id,Surakarta,1992-12-29,Wanita
677,Wawan Anggriawan,2024-04-29,Hukum Bisnis,+62 (74) 498 51,"Gang Tebet Barat Dalam No. 53, Palembang, Sulawesi Barat 03412",pengacara677_kitchen-until@ud.net,Dumai,1982-04-13,Laki-Laki
678,R. Cakrawala Gunarto,2024-07-13,Hukum Properti,+62 (059) 327 8,"Jl. Monginsidi No. 7, Tidore Kepulauan, Kepulauan Bangka Belitung 15782",pengacara678_fight-site-together@ud.my.id,Tanjungpinang,1988-03-13,Wanita
679,Dr. Praba Ramadan,2024-12-21,Hukum Keluarga,+62 (029) 553 5,"Gang Moch. Toha No. 4, Pekalongan, Sulawesi Barat 47780",pengacara679_add-quite-career@perum.desa.id,Bima,1972-12-24,Laki-Laki
680,Catur Ardianto,2024-05-05,Hukum Pajak,(096) 773 5090,"Gang Cihampelas No. 10, Tangerang, KS 26309",pengacara680_officer-born-ball@pd.mil,Pontianak,1974-09-05,Wanita
681,"Dewi Halim, S.Sos",2024-03-19,Hukum Keluarga,0894450768,"Jl. Abdul Muis No. 819, Pasuruan, Papua Barat 37071",pengacara681_guy-election-would@pt.org,Bau-Bau,1983-03-15,Wanita
682,Umi Aryani,2025-05-15,Hukum Pajak,+62 (076) 169 3,"Gg. Erlangga No. 94, Blitar, Bali 00742",pengacara682_by-subject-over-up@ud.web.id,Pasuruan,1985-11-18,Wanita
683,Ajeng Wibisono,2024-02-23,Hukum Properti,+62 (048) 177-6,"Jalan Cihampelas No. 2, Padang, Sumatera Utara 21321",pengacara683_plant-just-travel@ud.int,Jambi,1981-05-12,Wanita
684,"Perkasa Hutasoit, S.Pt",2024-07-22,Hukum Properti,+62-917-335-814,"Gg. Sukabumi No. 94, Subulussalam, JB 70199",pengacara684_speech-campaign@cv.go.id,Palembang,1976-11-10,Wanita
685,"R.M. Soleh Hutagalung, S.E.",2025-11-10,Hukum Properti,0872638804,"Gang Jayawijaya No. 365, Kota Administrasi Jakarta Timur, RI 58621",pengacara685_record-series@pd.org,Purwokerto,1983-07-28,Wanita
686,Dadi Firgantoro,2024-09-20,Hukum Keluarga,+62-493-545-070,"Jalan R.E Martadinata No. 3, Ambon, Sumatera Utara 51783",pengacara686_example-director@perum.com,Padangpanjang,1978-02-25,Laki-Laki
687,Cornelia Prastuti,2025-03-02,Hukum Perdata,(0411) 102-6911,"Gang Jamika No. 711, Sorong, Banten 79603",pengacara687_already-piece@cv.net,Palopo,1970-01-19,Laki-Laki
688,Humaira Siregar,2024-07-02,Hukum Properti,+62 (108) 821 5,"Jalan Jend. Sudirman No. 309, Lubuklinggau, PB 60604",pengacara688_look-crime-set@pt.web.id,Makassar,1980-01-02,Laki-Laki
689,"R.A. Violet Hartati, S.H.",2025-12-09,Hukum Properti,+62 (20) 718-45,"Jl. Laswi No. 97, Tual, Bengkulu 23169",pengacara689_difference@pd.gov,Metro,1975-12-05,Wanita
690,Ajiman Suryono,2024-05-18,Hukum Properti,+62-041-681-883,"Gang Jend. A. Yani No. 4, Magelang, DI Yogyakarta 62358",pengacara690_total-soon-that-gas@perum.net,Depok,1992-05-01,Wanita
691,"Unjani Pratiwi, S.H.",2025-08-15,Hukum Properti,0865192904,"Gg. Medokan Ayu No. 849, Padang, Bali 45258",pengacara691_cost-range-before@ud.web.id,Malang,1981-07-09,Wanita
692,R.M. Wasis Ardianto,2025-05-01,Hukum Bisnis,+62 (168) 897 8,"Gang BKR No. 6, Palangkaraya, Sumatera Selatan 85763",pengacara692_rock-phone-national@pt.mil,Tanjungbalai,1976-08-16,Wanita
693,KH. Lukman Megantara,2025-09-28,Hukum Bisnis,+62-010-930-550,"Gang Sadang Serang No. 28, Tegal, Kalimantan Utara 78851",pengacara693_mr-he-short@pd.or.id,Palopo,1995-11-17,Wanita
694,Xanana Kusumo,2024-04-22,Hukum Bisnis,(0326) 336 6052,"Gang Kendalsari No. 814, Langsa, Sulawesi Barat 41999",pengacara694_board-beat-event@pd.mil.id,Padangpanjang,1994-10-13,Wanita
695,"Sarah Maulana, M.Pd",2024-11-30,Hukum Tata Negara,0835474866,"Jalan R.E Martadinata No. 50, Sorong, Lampung 15477",pengacara695_people-during@pt.mil,Binjai,1995-04-03,Wanita
696,KH. Mumpuni Usada,2024-12-11,Hukum Pajak,0828537979,"Gang Jayawijaya No. 963, Sibolga, Aceh 68698",pengacara696_future-join-account@ud.id,Tidore Kepulauan,1992-05-05,Wanita
697,Alambana Suryono,2024-02-27,Hukum Bisnis,+62 (716) 216-6,"Jl. Ahmad Yani No. 1, Langsa, Kepulauan Riau 26869",pengacara697_specific-political@ud.ponpes.id,Tanjungbalai,1986-08-04,Wanita
698,"Surya Sudiati, M.TI.",2025-10-21,Hukum Kepailitan,(046) 245-0567,"Jalan Sentot Alibasa No. 6, Gorontalo, DKI Jakarta 36695",pengacara698_school-trouble@ud.mil,Kupang,1994-08-31,Laki-Laki
699,R.A. Tina Namaga,2024-09-30,Hukum Tata Negara,087 157 4467,"Gg. Pasteur No. 41, Solok, Sulawesi Selatan 24091",pengacara699_describe-health-say@perum.gov,Manado,1972-06-04,Laki-Laki
700,Adhiarja Marbun,2024-12-07,Hukum Keluarga,(095) 386-5648,"Gg. Kendalsari No. 8, Pontianak, Bali 49155",pengacara700_law-save-year-task@pt.mil.id,Pontianak,1975-05-14,Wanita
701,Aswani Megantara,2025-07-04,Hukum Pajak,(0588) 104 5151,"Gg. Medokan Ayu No. 971, Kotamobagu, Jawa Timur 04559",pengacara701_around-any-yard@pt.com,Salatiga,1981-01-28,Wanita
702,Hana Suryatmi,2024-11-05,Hukum Kepailitan,+62 (0071) 021-,"Gg. Soekarno Hatta No. 8, Sawahlunto, Papua Barat 62626",pengacara702_decide-challenge@cv.mil.id,Gorontalo,1981-09-13,Wanita
703,"Cengkal Rajata, S.T.",2025-03-17,Hukum Perdata,+62-0106-924-81,"Jalan Sukajadi No. 1, Bontang, Jawa Timur 22298",pengacara703_left-behind-whose@pt.mil,Tanjungpinang,1970-03-18,Wanita
704,"H. Gamanto Wulandari, M.TI.",2025-12-10,Hukum Properti,+62 (0243) 910 ,"Jalan Wonoayu No. 64, Mojokerto, Maluku Utara 46741",pengacara704_month-popular-way@cv.net.id,Tebingtinggi,1975-05-21,Laki-Laki
705,Garan Wibisono,2024-08-07,Hukum Perdata,+62-041-586-559,"Gg. Jend. A. Yani No. 06, Sawahlunto, SN 93621",pengacara705_opportunity-air@perum.int,Tanjungbalai,1970-08-14,Laki-Laki
706,Amalia Hutagalung,2024-01-16,Hukum Tata Negara,+62-0573-725-50,"Gang Joyoboyo No. 3, Kota Administrasi Jakarta Barat, KS 43703",pengacara706_play-light-once@ud.ac.id,Malang,1985-01-25,Laki-Laki
707,H. Gandi Gunarto,2025-10-25,Hukum Properti,+62 (47) 780 24,"Jl. Pasirkoja No. 5, Salatiga, Aceh 94129",pengacara707_up-republican@pt.net.id,Blitar,1975-08-09,Wanita
708,Jayadi Siregar,2025-08-17,Hukum Pidana,+62 (062) 046 2,"Jl. Jend. A. Yani No. 2, Tangerang, Kepulauan Riau 68820",pengacara708_morning-recent-tree@pt.my.id,Sukabumi,1995-05-17,Laki-Laki
709,Widya Hidayat,2024-11-05,Hukum Bisnis,+62 (938) 997-3,"Gg. Kendalsari No. 536, Binjai, Kepulauan Bangka Belitung 04406",pengacara709_store-model-car@cv.edu,Malang,1984-12-17,Wanita
710,Sakura Budiyanto,2024-04-03,Hukum Bisnis,(003) 365 8421,"Gg. Setiabudhi No. 0, Pariaman, Nusa Tenggara Barat 77135",pengacara710_machine-house-call@pt.net.id,Manado,1975-05-20,Laki-Laki
711,"Tania Prasetya, S.T.",2024-07-25,Hukum Pidana,+62-29-428-9905,"Gg. Ir. H. Djuanda No. 7, Meulaboh, Kalimantan Timur 82943",pengacara711_character-behind@ud.ponpes.id,Pariaman,1973-01-04,Laki-Laki
712,KH. Hardana Nashiruddin,2024-08-19,Hukum Kepailitan,0805031616,"Gg. Wonoayu No. 3, Serang, SR 96696",pengacara712_maintain-know-just@pt.web.id,Depok,1989-02-28,Wanita
713,Fathonah Melani,2024-07-25,Hukum Properti,+62 (353) 306 3,"Gang Stasiun Wonokromo No. 5, Kota Administrasi Jakarta Selatan, Kalimantan Timur 79180",pengacara713_professional@cv.int,Probolinggo,1971-01-14,Laki-Laki
714,"Rahmi Mustofa, S.E.I",2024-06-04,Hukum Properti,+62 (12) 653-91,"Jalan Rajawali Timur No. 0, Tasikmalaya, Kepulauan Bangka Belitung 04329",pengacara714_learn-indeed@pt.ac.id,Blitar,1983-07-24,Wanita
715,"Kartika Sihotang, S.Sos",2024-11-06,Hukum Pajak,+62-0136-354-98,"Gg. Jakarta No. 20, Sungai Penuh, JB 13342",pengacara715_seem-consumer-kid@cv.sch.id,Surakarta,1978-07-13,Wanita
716,"Salsabila Uyainah, S.Psi",2024-08-08,Hukum Keluarga,+62 (62) 705-64,"Gang Yos Sudarso No. 0, Serang, Papua Barat 72742",pengacara716_crime-central-score@ud.sch.id,Prabumulih,1988-08-22,Wanita
717,"Drs. Faizah Mandala, M.M.",2024-10-23,Hukum Keluarga,(0322) 269-9253,"Gang Ronggowarsito No. 9, Gorontalo, Maluku 82249",pengacara717_none-idea-identify@pd.gov,Sibolga,1990-06-14,Wanita
718,"R. Catur Laksmiwati, M.TI.",2025-01-13,Hukum Perdata,0867794888,"Jalan Raya Ujungberung No. 2, Kota Administrasi Jakarta Barat, Maluku 88841",pengacara718_marriage-notice@ud.gov,Cimahi,1973-04-26,Laki-Laki
719,Opan Prasetya,2024-04-16,Hukum Pidana,(0779) 258 3711,"Gg. Dipenogoro No. 94, Parepare, MU 55057",pengacara719_police-than-sound@ud.edu,Meulaboh,1984-08-16,Laki-Laki
720,Lalita Usada,2024-06-07,Hukum Pajak,088 702 0950,"Jalan Antapani Lama No. 9, Pekalongan, RI 47732",pengacara720_still-scene-heart@perum.edu,Batam,1978-09-29,Wanita
721,Calista Suryono,2024-03-20,Hukum Tata Negara,+62 (34) 639 77,"Gg. Dr. Djunjunan No. 4, Palopo, Maluku Utara 56488",pengacara721_suggest-recently@cv.com,Magelang,1979-04-12,Laki-Laki
722,Kania Nashiruddin,2025-02-16,Hukum Keluarga,+62 (168) 276-8,"Jalan Kutai No. 094, Bandung, JI 78668",pengacara722_to-especially-wide@pd.mil.id,Banjar,1975-08-11,Wanita
723,Dalima Siregar,2024-04-25,Hukum Kepailitan,(0968) 194-3829,"Jalan Kutisari Selatan No. 2, Tebingtinggi, SU 64193",pengacara723_third-process@ud.com,Parepare,1984-12-16,Wanita
724,"Hj. Yance Sihombing, S.I.Kom",2024-12-11,Hukum Pajak,(070) 911-7581,"Jl. Cihampelas No. 9, Sukabumi, JT 41108",pengacara724_water-method@pd.org,Surabaya,1993-09-07,Wanita
725,Puji Prasetyo,2025-10-06,Hukum Kepailitan,+62-0824-852-39,"Gang Joyoboyo No. 83, Sabang, KT 12171",pengacara725_we-expert-room@cv.ac.id,Tual,1990-02-08,Wanita
726,Darimin Nugroho,2024-12-10,Hukum Bisnis,+62-435-873-278,"Jl. Ciumbuleuit No. 2, Parepare, Kalimantan Timur 50267",pengacara726_strong-option@perum.or.id,Serang,1976-07-09,Laki-Laki
727,Lurhur Suryono,2025-05-19,Hukum Tata Negara,+62 (66) 301 07,"Gang Jend. Sudirman No. 468, Denpasar, Lampung 42497",pengacara727_bed-treatment-base@ud.co.id,Bima,1994-08-08,Laki-Laki
728,Okto Santoso,2025-02-26,Hukum Perdata,+62 (012) 028-4,"Gang Abdul Muis No. 68, Meulaboh, DKI Jakarta 68486",pengacara728_yeah-successful@ud.gov,Banjar,1986-06-13,Wanita
729,Jasmani Sitompul,2025-12-26,Hukum Tata Negara,+62 (004) 420 2,"Gang Pasir Koja No. 603, Sibolga, Jawa Barat 55143",pengacara729_organization-fund@ud.net,Pangkalpinang,1986-07-17,Laki-Laki
730,Prayogo Setiawan,2024-07-23,Hukum Bisnis,+62-36-231-2206,"Jalan Moch. Ramdan No. 6, Samarinda, KB 40503",pengacara730_give-skin-determine@pd.my.id,Tual,1988-04-15,Wanita
731,Fitriani Palastri,2025-12-23,Hukum Perdata,(020) 696 0119,"Gang Pasir Koja No. 58, Pasuruan, Papua Barat 92027",pengacara731_heart-past-how-east@pd.ponpes.id,Pariaman,1994-03-03,Wanita
732,"Hj. Cindy Wulandari, M.Ak",2024-05-15,Hukum Tata Negara,+62 (06) 563-49,"Gg. Peta No. 519, Padangpanjang, YO 38254",pengacara732_citizen-team-ten@pd.mil,Ternate,1974-07-13,Laki-Laki
733,Lega Situmorang,2025-09-07,Hukum Perdata,+62-0536-121-67,"Jl. Dr. Djunjunan No. 48, Padangpanjang, Sulawesi Tenggara 25813",pengacara733_large-but-safe-team@perum.com,Pariaman,1986-03-02,Laki-Laki
734,Balapati Simbolon,2025-01-02,Hukum Perdata,+62 (06) 401-34,"Jalan Pasirkoja No. 0, Kota Administrasi Jakarta Pusat, GO 01693",pengacara734_talk-nothing-media@ud.id,Kota Administrasi Jakarta Utara,1981-12-09,Laki-Laki
735,Nardi Marpaung,2024-12-09,Hukum Keluarga,+62 (002) 821 6,"Gg. S. Parman No. 81, Kota Administrasi Jakarta Timur, SU 22540",pengacara735_money-chance-large@pd.net,Palembang,1991-12-15,Laki-Laki
736,Jessica Zulaika,2025-05-18,Hukum Tata Negara,(0183) 430-8067,"Jalan Moch. Toha No. 2, Malang, Bengkulu 53748",pengacara736_leg-else-sort@cv.desa.id,Bogor,1990-12-22,Laki-Laki
737,Daru Pradana,2024-12-14,Hukum Properti,(0306) 748-9487,"Jalan Pasirkoja No. 030, Pekanbaru, SU 78354",pengacara737_then-focus-figure@ud.mil,Tarakan,1976-10-06,Laki-Laki
738,Kayla Saefullah,2024-02-18,Hukum Bisnis,+62 (098) 557 5,"Gg. Jayawijaya No. 93, Bontang, Kepulauan Bangka Belitung 13145",pengacara738_region-put-movie@ud.mil.id,Bekasi,1972-06-30,Wanita
739,Cornelia Iswahyudi,2024-07-12,Hukum Pidana,+62 (573) 749 5,"Gang Kutisari Selatan No. 87, Padangpanjang, SU 93286",pengacara739_single-visit-or@cv.ac.id,Tanjungbalai,1988-11-18,Wanita
740,"Dr. Shania Tampubolon, S.Psi",2024-09-26,Hukum Properti,+62-0527-686-29,"Gg. Pelajar Pejuang No. 954, Kota Administrasi Jakarta Timur, LA 93844",pengacara740_respond-painting@cv.sch.id,Banda Aceh,1994-10-04,Laki-Laki
741,"R. Gara Suwarno, S.I.Kom",2024-11-18,Hukum Tata Negara,(0434) 103-9664,"Gang Kiaracondong No. 636, Palu, BA 71270",pengacara741_my-natural-nice@perum.mil.id,Bima,1983-08-17,Laki-Laki
742,Karma Oktaviani,2025-03-03,Hukum Tata Negara,+62 (025) 248-9,"Gang Kutai No. 420, Sabang, KI 66629",pengacara742_him-front-film-walk@perum.id,Ternate,1970-04-24,Laki-Laki
743,Padma Siregar,2025-10-15,Hukum Pajak,+62 (031) 150-5,"Gg. Rajawali Barat No. 56, Banjarbaru, Jawa Timur 64663",pengacara743_either-by-tell-whom@pt.co.id,Palu,1991-08-23,Laki-Laki
744,Dacin Kusumo,2025-09-01,Hukum Bisnis,+62 (0684) 440-,"Jl. Ciumbuleuit No. 6, Magelang, Kepulauan Bangka Belitung 43192",pengacara744_age-international@cv.int,Tangerang,1974-10-10,Laki-Laki
